SEG NUM, PARENT, CHILDREN, STATUS, DIAMETER, START X, START Y, START X, END X, END Y, END Z, LENGTH, ENERGY, VELOCITY, DIST FROM ROOT, FARTHEST DIST FROM ROOT, 
446, 438, pr: 449 pr: 450 , PRIMARY, 0.114846, 0.175226, 55.0711, -19.9904, -0.638384, 54.6165, -20.4912, 1.05802, 99690.2, 0.00659483, 0, 0, 
447, 445, NO CHILDREN, PRIMARY, 0.0793089, -0.467453, 54.1161, -21.3364, -0.675617, 53.9485, -21.7382, 0.482572, 48257, 0.00314495, 0, 0, 
448, 445, NO CHILDREN, PRIMARY, 0.0748551, -0.467453, 54.1161, -21.3364, -0.957278, 53.8692, -21.7554, 0.690245, 64470, 0.00280165, 0, 0, 
449, 446, NO CHILDREN, PRIMARY, 0.0790599, -0.638384, 54.6165, -20.4912, -1.01714, 54.2918, -20.6022, 0.511102, 51110.5, 0.00312523, 0, 0, 
450, 446, NO CHILDREN, PRIMARY, 0.079409, -0.638384, 54.6165, -20.4912, -1.67742, 53.9482, -20.215, 1.26594, 135356, 0.00315289, 0, 0, 
451, 388, pr: 453 pr: 454 , PRIMARY, 0.305809, -2.25562, 59.4673, -15.5487, -4.26741, 57.0561, -18.4567, 4.27986, 427986, 0.0467596, 0, 0, 
452, 388, pr: 483 pr: 484 , PRIMARY, 0.265012, -2.25562, 59.4673, -15.5487, -1.09674, 57.5483, -17.9222, 3.26475, 295647, 0.0351157, 0, 0, 
453, 451, pr: 455 pr: 456 , PRIMARY, 0.226413, -4.26741, 57.0561, -18.4567, -5.12006, 53.5629, -20.1689, 3.98262, 398262, 0.0256314, 0, 0, 
454, 451, pr: 469 pr: 470 , PRIMARY, 0.200949, -4.26741, 57.0561, -18.4567, -5.20484, 55.2745, -20.6844, 3.00258, 242226, 0.0201903, 0, 0, 
455, 453, pr: 457 pr: 458 , PRIMARY, 0.153555, -5.12006, 53.5629, -20.1689, -6.07385, 52.2075, -21.3232, 2.01968, 201968, 0.0117896, 0, 0, 
456, 453, pr: 463 pr: 464 , PRIMARY, 0.178662, -5.12006, 53.5629, -20.1689, -5.1386, 53.5015, -20.2346, 0.0917561, 7519.54, 0.0159601, 0, 0, 
457, 455, pr: 459 pr: 460 , PRIMARY, 0.0900272, -6.07385, 52.2075, -21.3232, -6.22341, 51.1727, -21.6939, 1.10935, 110935, 0.00405245, 0, 0, 
458, 455, pr: 461 pr: 462 , PRIMARY, 0.121875, -6.07385, 52.2075, -21.3232, -5.23901, 50.824, -21.724, 1.66484, 172865, 0.00742673, 0, 0, 
459, 457, NO CHILDREN, PRIMARY, 0.0936888, -6.22341, 51.1727, -21.6939, -6.64336, 49.9384, -21.9164, 1.3226, 132260, 0.0043888, 0, 0, 
460, 457, NO CHILDREN, PRIMARY, 0.0839008, -6.22341, 51.1727, -21.6939, -6.19613, 50.5658, -21.326, 0.710256, 85001.3, 0.00351967, 0, 0, 
461, 458, NO CHILDREN, PRIMARY, 0.0775961, -5.23901, 50.824, -21.724, -5.01701, 50.5104, -21.9291, 0.435564, 43556.3, 0.00301058, 0, 0, 
462, 458, NO CHILDREN, PRIMARY, 0.0785652, -5.23901, 50.824, -21.724, -4.90351, 50.206, -21.7698, 0.70473, 110754, 0.00308625, 0, 0, 
463, 456, pr: 465 pr: 466 , PRIMARY, 0.134523, -5.1386, 53.5015, -20.2346, -5.20845, 52.1138, -20.9175, 1.54821, 154821, 0.00904824, 0, 0, 
464, 456, pr: 467 pr: 468 , PRIMARY, 0.102609, -5.1386, 53.5015, -20.2346, -5.02249, 52.7165, -21.0355, 1.12749, 84654.8, 0.00526429, 0, 0, 
465, 463, NO CHILDREN, PRIMARY, 0.0719658, -5.20845, 52.1138, -20.9175, -4.82996, 51.4856, -21.4179, 0.887895, 88789.4, 0.00258954, 0, 0, 
466, 463, NO CHILDREN, PRIMARY, 0.0782748, -5.20845, 52.1138, -20.9175, -5.17559, 51.5197, -21.1757, 0.648653, 109598, 0.00306347, 0, 0, 
467, 464, NO CHILDREN, PRIMARY, 0.0778368, -5.02249, 52.7165, -21.0355, -4.90757, 52.2809, -21.6489, 0.761083, 76108.4, 0.00302928, 0, 0, 
468, 464, NO CHILDREN, PRIMARY, 0.0823608, -5.02249, 52.7165, -21.0355, -4.91746, 52.2185, -21.5504, 0.724028, 53110.2, 0.00339165, 0, 0, 
469, 454, pr: 471 pr: 472 , PRIMARY, 0.161321, -5.20484, 55.2745, -20.6844, -5.95222, 54.098, -21.5295, 1.62998, 162998, 0.0130122, 0, 0, 
470, 454, pr: 477 pr: 478 , PRIMARY, 0.168466, -5.20484, 55.2745, -20.6844, -5.81896, 52.9798, -22.8127, 3.18943, 268525, 0.0141904, 0, 0, 
471, 469, pr: 473 pr: 474 , PRIMARY, 0.103512, -5.95222, 54.098, -21.5295, -6.53314, 53.2513, -22.0128, 1.13489, 113489, 0.00535736, 0, 0, 
472, 469, pr: 475 pr: 476 , PRIMARY, 0.103216, -5.95222, 54.098, -21.5295, -6.17868, 52.8554, -22.8511, 1.82812, 148236, 0.00532676, 0, 0, 
473, 471, NO CHILDREN, PRIMARY, 0.0869654, -6.53314, 53.2513, -22.0128, -7.32493, 52.6992, -22.6258, 1.14351, 114351, 0.00378149, 0, 0, 
474, 471, NO CHILDREN, PRIMARY, 0.0776451, -6.53314, 53.2513, -22.0128, -6.68559, 53.0876, -22.0665, 0.230081, 35826.9, 0.00301438, 0, 0, 
475, 472, NO CHILDREN, PRIMARY, 0.0721476, -6.17868, 52.8554, -22.8511, -6.2555, 52.2488, -23.2278, 0.718187, 71818.4, 0.00260264, 0, 0, 
476, 472, NO CHILDREN, PRIMARY, 0.0853116, -6.17868, 52.8554, -22.8511, -6.28108, 52.4044, -23.334, 0.66867, 49631.6, 0.00363904, 0, 0, 
477, 470, pr: 479 pr: 480 , PRIMARY, 0.124408, -5.81896, 52.9798, -22.8127, -5.82407, 52.199, -23.2684, 0.904107, 90410.9, 0.00773869, 0, 0, 
478, 470, pr: 481 pr: 482 , PRIMARY, 0.131315, -5.81896, 52.9798, -22.8127, -6.72054, 51.3835, -24.2295, 2.31696, 183413, 0.00862182, 0, 0, 
479, 477, NO CHILDREN, PRIMARY, 0.0805799, -5.82407, 52.199, -23.2684, -5.91708, 51.2708, -23.388, 0.940489, 94049.1, 0.00324656, 0, 0, 
480, 477, NO CHILDREN, PRIMARY, 0.0901487, -5.82407, 52.199, -23.2684, -6.00397, 51.8119, -22.6899, 0.718878, 81825.4, 0.00406339, 0, 0, 
481, 478, NO CHILDREN, PRIMARY, 0.0802677, -6.72054, 51.3835, -24.2295, -6.81115, 51.1769, -24.3392, 0.250906, 25090.6, 0.00322146, 0, 0, 
482, 478, NO CHILDREN, PRIMARY, 0.0800802, -6.72054, 51.3835, -24.2295, -6.70436, 51.0606, -23.9431, 0.431949, 90384.2, 0.00320642, 0, 0, 
483, 452, pr: 485 pr: 486 , PRIMARY, 0.230809, -1.09674, 57.5483, -17.9222, -0.0395249, 56.8274, -20.182, 2.59696, 259696, 0.0266365, 0, 0, 
484, 452, pr: 499 pr: 500 , PRIMARY, 0.21603, -1.09674, 57.5483, -17.9222, 1.32984, 56.5514, -19.2856, 2.95652, 285997, 0.0233345, 0, 0, 
485, 483, pr: 487 pr: 488 , PRIMARY, 0.159139, -0.0395249, 56.8274, -20.182, 0.53601, 56.8678, -23.1533, 3.02683, 302683, 0.0126626, 0, 0, 
486, 483, pr: 493 pr: 494 , PRIMARY, 0.145487, -0.0395249, 56.8274, -20.182, -0.0789913, 56.7152, -20.3827, 0.23332, -24061.3, 0.0105833, 0, 0, 
487, 485, pr: 489 pr: 490 , PRIMARY, 0.108721, 0.53601, 56.8678, -23.1533, 1.03799, 57.2447, -24.07, 1.11101, 111101, 0.00591015, 0, 0, 
488, 485, pr: 491 pr: 492 , PRIMARY, 0.105579, 0.53601, 56.8678, -23.1533, 0.839138, 56.8243, -23.6892, 0.617202, 113198, 0.00557344, 0, 0, 
489, 487, NO CHILDREN, PRIMARY, 0.0605705, 1.03799, 57.2447, -24.07, 1.34409, 57.6957, -24.4435, 0.66075, 66075, 0.00183439, 0, 0, 
490, 487, NO CHILDREN, PRIMARY, 0.0841647, 1.03799, 57.2447, -24.07, 1.21145, 57.733, -24.0813, 0.5183, 133958, 0.00354185, 0, 0, 
491, 488, NO CHILDREN, PRIMARY, 0.0798216, 0.839138, 56.8243, -23.6892, 1.1766, 57.0084, -24.3387, 0.754705, 75470.7, 0.00318574, 0, 0, 
492, 488, NO CHILDREN, PRIMARY, 0.0748748, 0.839138, 56.8243, -23.6892, 0.845516, 56.8234, -24.6356, 0.946372, 125695, 0.00280312, 0, 0, 
493, 486, pr: 495 pr: 496 , PRIMARY, 0.126029, -0.0789913, 56.7152, -20.3827, 0.0116453, 55.2466, -22.1112, 2.26991, 226990, 0.00794167, 0, 0, 
494, 486, pr: 497 pr: 498 , PRIMARY, 0.103834, -0.0789913, 56.7152, -20.3827, 0.945271, 55.7285, -21.3581, 1.7245, 142342, 0.00539079, 0, 0, 
495, 493, NO CHILDREN, PRIMARY, 0.081564, 0.0116453, 55.2466, -22.1112, -0.320497, 54.5662, -23.054, 1.20919, 120919, 0.00332635, 0, 0, 
496, 493, NO CHILDREN, PRIMARY, 0.0728935, 0.0116453, 55.2466, -22.1112, 0.344393, 54.8995, -22.5781, 0.67027, 64249.8, 0.00265673, 0, 0, 
497, 494, NO CHILDREN, PRIMARY, 0.079618, 0.945271, 55.7285, -21.3581, 1.45329, 55.4037, -21.4966, 0.61869, 61869.2, 0.00316951, 0, 0, 
498, 494, NO CHILDREN, PRIMARY, 0.0847056, 0.945271, 55.7285, -21.3581, 1.14594, 54.3863, -21.4832, 1.36291, 147811, 0.00358752, 0, 0, 
499, 484, pr: 501 pr: 502 , PRIMARY, 0.138741, 1.32984, 56.5514, -19.2856, 2.0837, 55.7832, -19.9384, 1.25883, 125883, 0.00962451, 0, 0, 
500, 484, pr: 507 pr: 508 , PRIMARY, 0.149902, 1.32984, 56.5514, -19.2856, 0.927457, 56.2328, -19.1589, 0.528653, 96056.4, 0.0112353, 0, 0, 
501, 499, pr: 503 pr: 504 , PRIMARY, 0.11092, 2.0837, 55.7832, -19.9384, 3.22799, 55.2459, -20.7619, 1.50873, 150873, 0.00615164, 0, 0, 
502, 499, pr: 505 pr: 506 , PRIMARY, 0.0999578, 2.0837, 55.7832, -19.9384, 2.22744, 55.654, -20.1179, 0.263743, 27286.9, 0.00499578, 0, 0, 
503, 501, NO CHILDREN, PRIMARY, 0.0759426, 3.22799, 55.2459, -20.7619, 3.41877, 55.231, -20.8591, 0.214616, 21461.5, 0.00288364, 0, 0, 
504, 501, NO CHILDREN, PRIMARY, 0.0820365, 3.22799, 55.2459, -20.7619, 3.94908, 55.3408, -20.1682, 0.938856, 93915.6, 0.003365, 0, 0, 
505, 502, NO CHILDREN, PRIMARY, 0.0879292, 2.22744, 55.654, -20.1179, 2.90233, 55.0643, -20.5821, 1.00929, 100928, 0.00386577, 0, 0, 
506, 502, NO CHILDREN, PRIMARY, 0.0785434, 2.22744, 55.654, -20.1179, 2.92182, 55.1896, -20.1465, 0.835887, 104341, 0.00308454, 0, 0, 
507, 500, pr: 509 pr: 510 , PRIMARY, 0.0817842, 0.927457, 56.2328, -19.1589, 0.231725, 56.0117, -19.315, 0.746562, 74656.1, 0.00334433, 0, 0, 
508, 500, pr: 511 pr: 512 , PRIMARY, 0.100442, 0.927457, 56.2328, -19.1589, -0.158557, 56.0521, -18.6285, 1.22203, 123841, 0.00504434, 0, 0, 
509, 507, NO CHILDREN, PRIMARY, 0.0744952, 0.231725, 56.0117, -19.315, -0.0818553, 55.8141, -19.3017, 0.370841, 37084, 0.00277476, 0, 0, 
510, 507, NO CHILDREN, PRIMARY, 0.0844234, 0.231725, 56.0117, -19.315, -0.0413704, 55.7301, -18.7733, 0.66884, 66064.6, 0.00356366, 0, 0, 
511, 508, NO CHILDREN, PRIMARY, 0.0772862, -0.158557, 56.0521, -18.6285, -1.0808, 55.8398, -18.2054, 1.03663, 103663, 0.00298658, 0, 0, 
512, 508, NO CHILDREN, PRIMARY, 0.0688235, -0.158557, 56.0521, -18.6285, -0.481613, 55.7101, -18.3813, 0.531433, 60722.6, 0.00236834, 0, 0, 
513, 2, pr: 515 pr: 516 , PRIMARY, 0.791115, 5.57496, 70.6839, -1.26052, 11.6011, 64.1198, 2.19146, 9.55604, 955604, 0.312932, 0, 0, 
514, 2, pr: 769 pr: 770 , PRIMARY, 0.694094, 5.57496, 70.6839, -1.26052, 5.64004, 66.9591, -2.5421, 3.93969, 603881, 0.240884, 0, 0, 
515, 513, pr: 517 pr: 518 , PRIMARY, 0.55888, 11.6011, 64.1198, 2.19146, 16.8088, 62.582, 3.16254, 5.51615, 551615, 0.156173, 0, 0, 
516, 513, pr: 643 pr: 644 , PRIMARY, 0.562132, 11.6011, 64.1198, 2.19146, 19.609, 57.6527, 5.53289, 10.8219, 1.08685e+06, 0.157996, 0, 0, 
517, 515, pr: 519 pr: 520 , PRIMARY, 0.377893, 16.8088, 62.582, 3.16254, 19.887, 60.9015, 3.04739, 3.50897, 350897, 0.0714014, 0, 0, 
518, 515, pr: 581 pr: 582 , PRIMARY, 0.411413, 16.8088, 62.582, 3.16254, 18.2425, 59.5883, -1.18856, 5.47262, 540229, 0.0846304, 0, 0, 
519, 517, pr: 521 pr: 522 , PRIMARY, 0.299477, 19.887, 60.9015, 3.04739, 22.3779, 60.3126, 1.92648, 2.79423, 279423, 0.0448431, 0, 0, 
520, 517, pr: 551 pr: 552 , PRIMARY, 0.303764, 19.887, 60.9015, 3.04739, 21.5198, 59.8726, 3.57376, 2.0004, 237918, 0.0461364, 0, 0, 
521, 519, pr: 523 pr: 524 , PRIMARY, 0.202967, 22.3779, 60.3126, 1.92648, 23.4938, 60.2043, 1.77606, 1.13114, 113114, 0.0205977, 0, 0, 
522, 519, pr: 537 pr: 538 , PRIMARY, 0.153919, 22.3779, 60.3126, 1.92648, 23.8739, 60.1864, 1.47075, 1.56893, 156835, 0.0118456, 0, 0, 
523, 521, pr: 525 pr: 526 , PRIMARY, 0.140829, 23.4938, 60.2043, 1.77606, 24.8432, 60.207, 2.22971, 1.42369, 142369, 0.00991634, 0, 0, 
524, 521, pr: 531 pr: 532 , PRIMARY, 0.135073, 23.4938, 60.2043, 1.77606, 25.4266, 59.8178, 1.09914, 2.0841, 210436, 0.00912235, 0, 0, 
525, 523, pr: 527 pr: 528 , PRIMARY, 0.0886475, 24.8432, 60.207, 2.22971, 25.4255, 60.333, 2.67668, 0.744792, 74479.3, 0.00392919, 0, 0, 
526, 523, pr: 529 pr: 530 , PRIMARY, 0.0961326, 24.8432, 60.207, 2.22971, 25.1568, 60.2194, 2.79495, 0.646523, 74278.3, 0.00462073, 0, 0, 
527, 525, NO CHILDREN, PRIMARY, 0.0778909, 25.4255, 60.333, 2.67668, 25.6976, 60.497, 2.84467, 0.359371, 35937, 0.0030335, 0, 0, 
528, 525, NO CHILDREN, PRIMARY, 0.0673777, 25.4255, 60.333, 2.67668, 25.8952, 60.3721, 2.9735, 0.556983, 57693.4, 0.00226988, 0, 0, 
529, 526, NO CHILDREN, PRIMARY, 0.0641333, 25.1568, 60.2194, 2.79495, 25.3731, 59.8897, 3.72601, 1.01111, 101111, 0.00205654, 0, 0, 
530, 526, NO CHILDREN, PRIMARY, 0.07347, 25.1568, 60.2194, 2.79495, 24.7684, 60.1696, 3.26677, 0.613203, 69725.8, 0.00269892, 0, 0, 
531, 524, pr: 533 pr: 534 , PRIMARY, 0.106081, 25.4266, 59.8178, 1.09914, 26.8223, 59.8176, 0.0389504, 1.75272, 175272, 0.00562654, 0, 0, 
532, 524, pr: 535 pr: 536 , PRIMARY, 0.103211, 25.4266, 59.8178, 1.09914, 25.9897, 59.7077, 1.11571, 0.574018, 69687, 0.00532626, 0, 0, 
533, 531, NO CHILDREN, PRIMARY, 0.0711136, 26.8223, 59.8176, 0.0389504, 27.0717, 59.7455, -0.32512, 0.44715, 44714.9, 0.00252857, 0, 0, 
534, 531, NO CHILDREN, PRIMARY, 0.0695927, 26.8223, 59.8176, 0.0389504, 26.594, 59.5793, -1.1379, 1.22226, 121833, 0.00242157, 0, 0, 
535, 532, NO CHILDREN, PRIMARY, 0.0602437, 25.9897, 59.7077, 1.11571, 26.6197, 59.8848, 1.24604, 0.667237, 66723.8, 0.00181465, 0, 0, 
536, 532, NO CHILDREN, PRIMARY, 0.0723177, 25.9897, 59.7077, 1.11571, 26.982, 58.7037, 1.34361, 1.42995, 150814, 0.00261492, 0, 0, 
537, 522, pr: 539 pr: 540 , PRIMARY, 0.153226, 23.8739, 60.1864, 1.47075, 25.9122, 60.1307, 1.18446, 2.05908, 205908, 0.0117391, 0, 0, 
538, 522, pr: 545 pr: 546 , PRIMARY, 0.156063, 23.8739, 60.1864, 1.47075, 24.1398, 59.818, 1.60385, 0.473463, 48590.3, 0.0121779, 0, 0, 
539, 537, pr: 541 pr: 542 , PRIMARY, 0.10855, 25.9122, 60.1307, 1.18446, 26.9571, 60.1474, 0.857929, 1.09483, 109483, 0.00589154, 0, 0, 
540, 537, pr: 543 pr: 544 , PRIMARY, 0.107791, 25.9122, 60.1307, 1.18446, 26.2045, 59.8175, 0.44014, 0.858791, 88933.9, 0.00580946, 0, 0, 
541, 539, NO CHILDREN, PRIMARY, 0.0694707, 26.9571, 60.1474, 0.857929, 27.6574, 59.8883, 0.526888, 0.816823, 81682.1, 0.00241309, 0, 0, 
542, 539, NO CHILDREN, PRIMARY, 0.0732244, 26.9571, 60.1474, 0.857929, 27.223, 59.1892, 0.219962, 1.18151, 136984, 0.00268091, 0, 0, 
543, 540, NO CHILDREN, PRIMARY, 0.0678114, 26.2045, 59.8175, 0.44014, 26.2584, 59.6606, 0.223552, 0.272871, 27287.2, 0.00229919, 0, 0, 
544, 540, NO CHILDREN, PRIMARY, 0.0763995, 26.2045, 59.8175, 0.44014, 26.3508, 58.9283, -0.510621, 1.30998, 96530.8, 0.00291844, 0, 0, 
545, 538, pr: 547 pr: 548 , PRIMARY, 0.0960443, 24.1398, 59.818, 1.60385, 24.3044, 59.1095, 1.70198, 0.733944, 73394.5, 0.00461226, 0, 0, 
546, 538, pr: 549 pr: 550 , PRIMARY, 0.110828, 24.1398, 59.818, 1.60385, 23.03, 58.1159, 1.59085, 2.03204, 208814, 0.0061414, 0, 0, 
547, 545, NO CHILDREN, PRIMARY, 0.0828934, 24.3044, 59.1095, 1.70198, 24.2651, 58.3271, 1.4694, 0.817218, 81721.9, 0.00343566, 0, 0, 
548, 545, NO CHILDREN, PRIMARY, 0.0769371, 24.3044, 59.1095, 1.70198, 23.7048, 58.7679, 1.65311, 0.691796, 70933.2, 0.00295966, 0, 0, 
549, 546, NO CHILDREN, PRIMARY, 0.0651734, 23.03, 58.1159, 1.59085, 22.3525, 57.1136, 1.10473, 1.30377, 130376, 0.00212378, 0, 0, 
550, 546, NO CHILDREN, PRIMARY, 0.0752843, 23.03, 58.1159, 1.59085, 23.2967, 57.5472, 0.819911, 0.994471, 83447.9, 0.00283386, 0, 0, 
551, 520, pr: 553 pr: 554 , PRIMARY, 0.186569, 21.5198, 59.8726, 3.57376, 23.9676, 59.6611, 3.97601, 2.48968, 248968, 0.017404, 0, 0, 
552, 520, pr: 567 pr: 568 , PRIMARY, 0.188655, 21.5198, 59.8726, 3.57376, 22.3343, 59.4279, 3.98876, 1.01656, 102208, 0.0177954, 0, 0, 
553, 551, pr: 555 pr: 556 , PRIMARY, 0.132467, 23.9676, 59.6611, 3.97601, 25.0466, 59.9697, 4.29791, 1.16748, 116748, 0.00877377, 0, 0, 
554, 551, pr: 561 pr: 562 , PRIMARY, 0.144037, 23.9676, 59.6611, 3.97601, 25.8429, 59.2401, 3.81312, 1.92889, 193981, 0.0103733, 0, 0, 
555, 553, pr: 557 pr: 558 , PRIMARY, 0.08864, 25.0466, 59.9697, 4.29791, 25.4985, 59.911, 4.57549, 0.533617, 53361.8, 0.00392853, 0, 0, 
556, 553, pr: 559 pr: 560 , PRIMARY, 0.0940632, 25.0466, 59.9697, 4.29791, 25.5213, 59.3395, 4.01634, 0.83772, 154572, 0.00442394, 0, 0, 
557, 555, NO CHILDREN, PRIMARY, 0.0654548, 25.4985, 59.911, 4.57549, 26.3842, 59.5324, 4.83876, 0.998589, 99859, 0.00214217, 0, 0, 
558, 555, NO CHILDREN, PRIMARY, 0.0718508, 25.4985, 59.911, 4.57549, 25.6381, 59.6131, 5.06069, 0.586224, 55620.5, 0.00258127, 0, 0, 
559, 556, NO CHILDREN, PRIMARY, 0.0678467, 25.5213, 59.3395, 4.01634, 26.0683, 59.1319, 3.55772, 0.743442, 74344.2, 0.00230159, 0, 0, 
560, 556, NO CHILDREN, PRIMARY, 0.0842445, 25.5213, 59.3395, 4.01634, 26.1543, 59.064, 3.6855, 0.765594, 98368.3, 0.00354857, 0, 0, 
561, 554, pr: 563 pr: 564 , PRIMARY, 0.0934245, 25.8429, 59.2401, 3.81312, 26.291, 59.0532, 3.83077, 0.485791, 48578.9, 0.00436407, 0, 0, 
562, 554, pr: 565 pr: 566 , PRIMARY, 0.0888233, 25.8429, 59.2401, 3.81312, 26.6359, 58.5, 3.48216, 1.13401, 114137, 0.00394479, 0, 0, 
563, 561, NO CHILDREN, PRIMARY, 0.0725001, 26.291, 59.0532, 3.83077, 27.3772, 59.0275, 3.96995, 1.09533, 109534, 0.00262813, 0, 0, 
564, 561, NO CHILDREN, PRIMARY, 0.0759652, 26.291, 59.0532, 3.83077, 26.773, 58.5485, 3.63289, 0.725398, 73808.1, 0.00288535, 0, 0, 
565, 562, NO CHILDREN, PRIMARY, 0.0738066, 26.6359, 58.5, 3.48216, 27.2738, 58.0756, 3.48035, 0.766281, 76628.2, 0.00272371, 0, 0, 
566, 562, NO CHILDREN, PRIMARY, 0.0814118, 26.6359, 58.5, 3.48216, 27.1259, 57.2296, 2.8896, 1.485, 148368, 0.00331394, 0, 0, 
567, 552, pr: 569 pr: 570 , PRIMARY, 0.126707, 22.3343, 59.4279, 3.98876, 24.4518, 59.4409, 5.16532, 2.42249, 242249, 0.00802729, 0, 0, 
568, 552, pr: 575 pr: 576 , PRIMARY, 0.151407, 22.3343, 59.4279, 3.98876, 23.8828, 58.756, 4.32536, 1.72127, 203415, 0.0114621, 0, 0, 
569, 567, pr: 571 pr: 572 , PRIMARY, 0.126752, 24.4518, 59.4409, 5.16532, 25.3673, 59.0583, 5.63061, 1.0959, 109590, 0.008033, 0, 0, 
570, 567, pr: 573 pr: 574 , PRIMARY, 0.11649, 24.4518, 59.4409, 5.16532, 24.5491, 59.1478, 5.45762, 0.425223, 44623.9, 0.00678496, 0, 0, 
571, 569, NO CHILDREN, PRIMARY, 0.0635599, 25.3673, 59.0583, 5.63061, 25.9558, 58.6634, 6.03363, 0.815291, 81529.1, 0.00201993, 0, 0, 
572, 569, NO CHILDREN, PRIMARY, 0.0826791, 25.3673, 59.0583, 5.63061, 25.6517, 58.7262, 5.84742, 0.488006, 57199.7, 0.00341792, 0, 0, 
573, 570, NO CHILDREN, PRIMARY, 0.0660361, 24.5491, 59.1478, 5.45762, 24.7484, 58.3111, 5.93978, 0.986048, 98604.6, 0.00218038, 0, 0, 
574, 570, NO CHILDREN, PRIMARY, 0.0637012, 24.5491, 59.1478, 5.45762, 24.4442, 58.0845, 6.61168, 1.57274, 117636, 0.00202892, 0, 0, 
575, 568, pr: 577 pr: 578 , PRIMARY, 0.120858, 23.8828, 58.756, 4.32536, 25.2205, 58.57, 4.43906, 1.35534, 135535, 0.00730334, 0, 0, 
576, 568, pr: 579 pr: 580 , PRIMARY, 0.102676, 23.8828, 58.756, 4.32536, 24.6734, 58, 3.7709, 1.22637, 124115, 0.00527117, 0, 0, 
577, 575, NO CHILDREN, PRIMARY, 0.0908148, 25.2205, 58.57, 4.43906, 26.5209, 58.015, 4.4636, 1.41407, 141407, 0.00412367, 0, 0, 
578, 575, NO CHILDREN, PRIMARY, 0.0885312, 25.2205, 58.57, 4.43906, 25.7965, 58.0909, 3.94011, 0.900134, 90392.7, 0.00391888, 0, 0, 
579, 576, NO CHILDREN, PRIMARY, 0.0954457, 24.6734, 58, 3.7709, 25.4568, 56.4683, 2.97978, 1.89353, 189353, 0.00455494, 0, 0, 
580, 576, NO CHILDREN, PRIMARY, 0.0749713, 24.6734, 58, 3.7709, 24.5201, 57.288, 3.20646, 0.921447, 77455.4, 0.00281035, 0, 0, 
581, 518, pr: 583 pr: 584 , PRIMARY, 0.290439, 18.2425, 59.5883, -1.18856, 17.7139, 58.2798, -3.39832, 2.62193, 262193, 0.0421774, 0, 0, 
582, 518, pr: 613 pr: 614 , PRIMARY, 0.276366, 18.2425, 59.5883, -1.18856, 15.7471, 57.2, -4.18077, 4.56991, 390817, 0.0381892, 0, 0, 
583, 581, pr: 585 pr: 586 , PRIMARY, 0.237694, 17.7139, 58.2798, -3.39832, 17.5463, 57.0231, -4.29099, 1.55064, 155064, 0.0282493, 0, 0, 
584, 581, pr: 599 pr: 600 , PRIMARY, 0.23546, 17.7139, 58.2798, -3.39832, 18.3032, 54.739, -6.82537, 4.96281, 362292, 0.0277206, 0, 0, 
585, 583, pr: 587 pr: 588 , PRIMARY, 0.158509, 17.5463, 57.0231, -4.29099, 18.0289, 55.6752, -5.50016, 1.87397, 187397, 0.0125625, 0, 0, 
586, 583, pr: 593 pr: 594 , PRIMARY, 0.171911, 17.5463, 57.0231, -4.29099, 16.8713, 55.5776, -5.64611, 2.09319, 188418, 0.0147767, 0, 0, 
587, 585, pr: 589 pr: 590 , PRIMARY, 0.122081, 18.0289, 55.6752, -5.50016, 18.6546, 54.9094, -5.98755, 1.1025, 110250, 0.00745191, 0, 0, 
588, 585, pr: 591 pr: 592 , PRIMARY, 0.0840849, 18.0289, 55.6752, -5.50016, 18.17, 54.6545, -6.44053, 1.39499, 119728, 0.00353514, 0, 0, 
589, 587, NO CHILDREN, PRIMARY, 0.0824015, 18.6546, 54.9094, -5.98755, 19.4231, 54.3249, -6.06915, 0.968984, 96898.4, 0.003395, 0, 0, 
590, 587, NO CHILDREN, PRIMARY, 0.0685927, 18.6546, 54.9094, -5.98755, 18.8599, 54.5872, -5.57822, 0.559925, 58811.5, 0.00235248, 0, 0, 
591, 588, NO CHILDREN, PRIMARY, 0.0669655, 18.17, 54.6545, -6.44053, 18.2023, 54.3971, -6.52268, 0.272131, 27213.2, 0.00224219, 0, 0, 
592, 588, NO CHILDREN, PRIMARY, 0.076296, 18.17, 54.6545, -6.44053, 17.9061, 53.6106, -7.11244, 1.26918, 108297, 0.00291054, 0, 0, 
593, 586, pr: 595 pr: 596 , PRIMARY, 0.120595, 16.8713, 55.5776, -5.64611, 16.1691, 55.1265, -6.24284, 1.02594, 102595, 0.00727158, 0, 0, 
594, 586, pr: 597 pr: 598 , PRIMARY, 0.130486, 16.8713, 55.5776, -5.64611, 16.8729, 55.1875, -6.07739, 0.581487, 67868, 0.00851326, 0, 0, 
595, 593, NO CHILDREN, PRIMARY, 0.0718518, 16.1691, 55.1265, -6.24284, 15.5888, 54.171, -6.57959, 1.16755, 116755, 0.00258134, 0, 0, 
596, 593, NO CHILDREN, PRIMARY, 0.0734591, 16.1691, 55.1265, -6.24284, 16.2623, 54.4388, -5.79958, 0.823438, 116738, 0.00269812, 0, 0, 
597, 594, NO CHILDREN, PRIMARY, 0.074518, 16.8729, 55.1875, -6.07739, 17.1561, 54.786, -6.76576, 0.845773, 84577.3, 0.00277647, 0, 0, 
598, 594, NO CHILDREN, PRIMARY, 0.0789927, 16.8729, 55.1875, -6.07739, 16.8459, 54.7485, -6.67221, 0.739802, 59881.4, 0.00311992, 0, 0, 
